Category	English	Malay	Estonian	Finnish	Hungarian	Armenian	Bengali	Nepali	Japanese	Korean	Turkish	Yoruba	Basque	Swahili	Chinese	
Construction and extraction occupations	Rotary drill operator	pengendali gerudi berputar	pöörleva puurmasina käitaja	pyöröporakone	forgó fúrószállító	պտտվող հորատիչ օպերատոր	ঘূর্ণমান ড্রিল অপারেটর	रोटरी ड्रिल अपरेटर	ロータリドリルオペレータ	회전식 드릴 조작원	döner matkap operatörü	oniṣẹ nṣiṣẹ sẹhin	birakaria zulatzeko operadorea	operator rotary drill	?	
Construction and extraction occupations	Roustabout	?	roustabout	roustabout	munkás	roustabout	ডকশ্রমিক	roustabout	?	로스트 애쓰다	?	roustabout	roustabout	?	?	
Construction and extraction occupations	Septic tank servicer	servicer tangki septik	?	septinen säiliöhuolto	szeptikus tartálykiszolgáló	սեպտիկ տանկի սպասարկող	সেপ্টিক ট্যাংক servicer	सेप्टिक टैंक सर्भर	腐敗タンクサービサー	정화조 서비스업자	septik tank sorumlusu	olupin ojutu septic	?	septic tank servicer	化粪池服务商	
Construction and extraction occupations	Service unit operator	pengendali unit perkhidmatan	teenindusüksuse operaator	yksikön palveluntarjoaja	szolgáltató egység üzemeltetője	?	সার্ভিস ইউনিট অপারেটর	?	サービスユニットオペレータ	서비스 사업자	servis ünitesi operatörü	iṣẹ isise oniṣẹ	zerbitzu-unitate operadorea	operator kitengo cha huduma	服务单位运营商	
Construction and extraction occupations	Sewer pipe cleaner	pembersih paip pembetung	kanalisatsioonitoru puhastusvahend	viemäriputken puhdistusaine	?	?	নিকাশী পাইপ ক্লিনার	सीवेर पाइप क्लीनर	下水管クリーナー	하수관 청소기	kanalizasyon borusu temizleyici	ditii pajawiri pipe	estolda-kanalizazioko garbitzailea	sewer bomba safi	下水道管道清洁剂	
Construction and extraction occupations	Sheet metal worker	pekerja logam lembaran	?	levytyöntekijä	fémlemezgyár	թերթ մետաղյա աշխատող	লোহা লক্করের কর্মী	?	シートメタルワーカー	판금 작업자	sac işçisi	ti oṣiṣẹ irin	xafla metalezko langilea	?	钣金工人	
Construction and extraction occupations	Solar photovoltaic installer	?	päikesepaneelide paigaldaja	aurinkosähköasentaja	napelemes telepítő	արեւային ֆոտոգալվանային տեղադրող	সৌর ফোটোভোলটাইক ইনস্টলার	सौर फोटोवोल्टिक स्थापना	太陽光発電のインストーラ	태양 광 설치 프로그램	?	oludari ile-iwe fọto ti oorun	eguzki instalazio fotovoltaikoa	msanidi wa jua wa photovoltaic	太阳能光伏安装商	
Construction and extraction occupations	Steamfitters	pemikat steam	aurufitters	steamfitters	steamfitters	steamfitters	steamfitters	steamfitters	スチームフィッター	스팀 피더	steamfitters	steamfitters	steamfitters	steamfitters	steamfitters	
Construction and extraction occupations	Stonemason	stonemason	kividega mees	kivenhakkaaja	kőfaragó	stonemason	stonemason	stonemason	石工	석수	taş ustası	stonemason	hargin	stonemason	?	
Construction and extraction occupations	Structural iron worker	?	rauast töötav rauakaupmees	rakennustyöntekijä	szerkezeti vasmunkás	կառուցվածքային երկաթե աշխատող	?	संरचनात्मक लोहा कर्मचारी	構造鉄労働者	구조 철 작업자	yapısal demir işçisi	oṣiṣẹ ti irin	egiturazko burdina	mfanyakazi wa chuma wa miundo	结构铁工	
Construction and extraction occupations	Structural steel worker	pekerja keluli struktur	terastööline	teräsrakennustyöntekijä	szerkezeti acélmunkás	կառուցվածքային պողպատե աշխատող	কাঠামোগত ইস্পাত কর্মী	संरचनात्मक इस्पात कार्यकर्ता	?	구조용 철강 노동자	yapısal çelik işçisi	ohun elo irin	egiturazko altzairuaren langilea	mfanyakazi wa chuma wa miundo	钢结构工人	
Construction and extraction occupations	Stucco mason	stucco mason	krohvimasjon	stucco mason	stukkós kőműves	սթոու mason	স্টককো মেজেন	स्टुकोको मेसन	スタッコメイソン	치장 벽토 메이슨	sıva mason	stucco mason	estola mason	masoni ya kamba	灰泥泥瓦匠	
Construction and extraction occupations	Surfacing equipment operator	pengendali peralatan permukaan	pindamisseadmete operaator	pintakäsittelylaitteiden haltija	felszíni berendezés üzemeltetője	բեռնատար սարքերի օպերատոր	সারফেস সরঞ্জাম অপারেটর	सर्फिंग उपकरण आपरेटर	表面処理装置オペレータ	표면 처리 설비 운영자	yüzey ekipmanı operatörü	onisẹ ẹrọ onibara	surfacing equipment operator	?	表面设备操作员	
Construction and extraction occupations	Tamping equipment operator	tamping operator peralatan	tampimisseadmete operaator	puristustekniikan käyttäjä	tömörítő berendezés üzemeltetője	tamping սարքավորումներ օպերատոր	tamping সরঞ্জাম অপারেটর	ट्याम्पिंग उपकरण अपरेटर	タンピング設備オペレータ	?	tamping ekipman operatörü	oniṣẹ ẹrọ isanwo	ekipamendu operadorea tamping	kukataza vifaa vya vifaa	捣固设备操作员	
Construction and extraction occupations	Taper	tirus	koonus	?	elvékonyodó	թաթեր	মোমবাতি	taper	テーパー	작은 초	konik	taper	taper	taper	锥体	
Construction and extraction occupations	Terrazzo worker	pekerja terrazzo	?	terrazzo työntekijä	terrazzo munkás	տիրաժի աշխատող	terrazzo কর্মী	terrazzo कार्यकर्ता	テラッツォ労働者	테라 조 노동자	terrazzo işçisi	iṣẹ ti terrazzo	terrazzo langilea	mfanyakazi wa terrazzo	水磨石工人	
Construction and extraction occupations	Tile finisher	pemotong jubin	?	laattojen viimeistelijä	csempe finisher	կղմինդր ավարտողը	টাইল শেষ	टाइल समाप्त	タイルフィニッシャー	타일 ​​피니셔	?	ti o dara julọ	tile finisher	kumaliza mkanda	瓦片修整器	
Construction and extraction occupations	Tile installer	pemasang jubin	?	laattojen asentaja	csempe telepítő	կղմինդր տեղադրող	টাইল ইনস্টলার	टाइल स्थापनाकर्ता	タイルインストーラ	타일 ​​설치자	çini yükleyici	tii insitola	fitxa instalatzailea	msanii wa tile	拼贴安装程序	
Building and grounds cleaning and maintenance occupations	Building cleaner	membina lebih bersih	hoone puhtamaks	rakennuksen puhtaampaa	épület tisztább	?	বিল্ডিং ক্লিনার	सफा निर्माण	ビルクリーナー	건물 청소기	bina temizleyici	ilẹ regede	garbitzailea eraikitzea	kujenga safi	建筑清洁	
Building and grounds cleaning and maintenance occupations	First-line supervisor of groundskeeping workers	penyelia lini pertama pekerja bawah tanah	maapealsete töötajate esimene juhendaja	maapallon työntekijöiden ensimmäisen linjan ohjaaja	a munkások elsõsoros felügyelõje	գլխամասային աշխատողների առաջին գծի ղեկավարը	গ্র্যান্ডসেকিং কর্মীদের প্রথম লাইন সুপারভাইজার	ग्राउन्डेनिङ कार्यकर्ताहरूको पहिलो-लाइन पर्यवेक्षक	地上作業員のファーストライン監督	육상 근로자의 일선 관리자	zemin çalışanlarının birinci basamak amiri	olutọju alakoso akọkọ ti awọn oṣiṣẹ ile-ilẹ	lehen mailako arduradunen ustez langileei	msimamizi wa kwanza wa watumishi wa kazi	地勤工作人员一线主管	
Building and grounds cleaning and maintenance occupations	First-line supervisor of housekeeping workers	penyelia pertama pekerja pekerja rumah tangga	koduhooldustöötajate esmatasandi juhendaja	isännöitsijöiden ensimmäisen linjan ohjaaja	a háztartási dolgozók első szintű felügyelője	տնային տնտեսությունների աշխատողների առաջին կարգի վերահսկիչ	হাউসকিপিং কর্মীদের প্রথম লাইন সুপারভাইজার	गृहकार्यकर्ताहरूको पहिलो-लाइन पर्यवेक्षक	家事労働者の第一線の監督	가사 노동자의 1 차 감독자	temizlik işçilerinin birinci kademe amiri	olutọju akọkọ ti awọn oṣiṣẹ ile-iṣẹ	lehen mailako arduradunek etxeko laneko langileak ikuskatu	msimamizi wa kwanza wa watumishi wa nyumba	家政工人的一线主管	
Building and grounds cleaning and maintenance occupations	First-line supervisor of janitorial workers	penyelia lini pertama pekerja januari	majapidamistöötajate esimene juhendaja	isännöitsijöiden ensimmäisen linjan ohjaaja	a háztartási alkalmazottak első soros felügyelője	տաղանդավոր աշխատողների առաջին կարգի ղեկավարը	জ্যোতিষী কর্মীদের প্রথম লাইন সুপারভাইজার	janitorial workers of first-line supervisor	清掃作業員の第一次監督	수위 노동자의 일선 관리자	janitorial işçilerin birinci kademe amiri	olutọju akọkọ ti awọn alaṣẹ ijọba	lehen mailako kontserbatzaileen arduradunek	msimamizi wa kwanza wa watumishi wa janitorial	门卫工作人员的一线主管	
Building and grounds cleaning and maintenance occupations	First-line supervisor of landscaping workers	penyelia litar pertama pekerja landskap	maastikuhooldustöötajate esimene juhendaja	viherrakentajien ensimmäisen linjan valvoja	a tereprendező munkások első szintű felügyelője	կանաչապատման աշխատողների առաջին կարգի ղեկավարը	ল্যান্ডস্কেপ কর্মীদের প্রথম লাইন সুপারভাইজার	भूनिर्माण कार्यकर्ताहरूको पहिलो-लाइन पर्यवेक्षक	造園作業員のファーストライン監督	조경 직원의 첫 번째 라인 관리자	peyzaj işçilerinin birinci basamak amiri	olutọju alakoso akọkọ ti awọn oluṣeto idena keere	lehenik eta behin lorezainen langileen ikuskatzaile	msimamizi wa kwanza wa watumishi wa mazingira	园林绿化工人一线主管	
Building and grounds cleaning and maintenance occupations	First-line supervisor of lawn service workers	penyelia pertama pekerja pekerja rumput	muru hooldustöötajate esmatasandi juhendaja	nurmikon palvelutyöntekijöiden ensimmäisen linjan ohjaaja	?	գազի ծառայության աշխատակիցների առաջին կարգի մասնագետը	লন পরিষেবা কর্মীদের প্রথম লাইন সুপারভাইজার	?	芝サービス勤務者の第一次監督者	잔디 서비스 노동자의 첫 번째 라인 관리자	çim servis işçilerinin birinci basamak sorumlusu	olutọju alakoso akọkọ ti awọn oluṣe iṣẹ ile lawn	lehen hezeguneetako zerbitzuetako langileen ikuskatzailea	msimamizi wa kwanza wa wafanyakazi wa huduma ya lawn	草坪服务人员一线主管	
Building and grounds cleaning and maintenance occupations	Grounds maintenance worker	pekerja penyelenggaraan alasan	hooldustöötaja	kunnossapidon työntekijä	indokolt karbantartási munkás	տարածքների սպասարկման աշխատող	স্থল রক্ষণাবেক্ষণ কর্মী	आधार रखरखाव कार्यकर्ता	地上保守員	경내 유지 보수 원	zemin bakım görevlisi	oluṣeto ile ilẹ	arrazoi mantentze-langilea	mfanyakazi wa matengenezo ya ardhi	理由维修工	
Building and grounds cleaning and maintenance occupations	Housekeeping cleaner	pembersih pengemasan	majapidamisjäätmete puhastusvahend	siivous	takarítótisztító	տնային տնտեսուհի մաքրող	হাউসকিপিং ক্লিনার	घरको सफाई क्लीनर	ハウスキーピングクリーナー	청소부	temizlik temizleyici	oludena ile-iṣẹ	garbikuntza garbitzailea	kusafisha nyumba	家务清洁工	
