POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	03029573	0	0	cesarian#1 cesarean#1 caesarian#1 caesarean#1	relating to abdominal delivery
a	03029801	0	0	coleridgian#1 coleridgean#1	of or relating to Samuel Taylor Coleridge or his writings
a	03029984	0	0	columbian#1	of or relating to Christopher Columbus
a	03030096	0	0	pre-columbian#1	of or relating to or originating in the Americas before the arrival of Columbus
a	03030235	0	0	cromwellian#1	of or relating to or in the manner of Oliver Cromwell
a	03030364	0	0	dantesque#1 dantean#1	of or relating to Dante Alighieri or his writings
a	03030515	0	0	demosthenic#1	of or relating to Demosthenes or his oratory
a	03030635	0	0	deweyan#1	of or relating to John Dewey or his philosophy
a	03030753	0	0	donnian#1 donnean#1	of or relating to or in the manner of John Donne
a	03030919	0	0	dostoyevskian#1 dostoevskian#1	of or relating to or in the style of Feodor Dostoevski
a	03031102	0	0	draconian#1	of or relating to Draco or his harsh code of laws; "Draconian measures"
a	03031247	0	0	einsteinian#1	of or relating to Albert Einstein or his theories; "the Einsteinian universe"
a	03031400	0	0	elizabethan#1	of or relating to Elizabeth I of England or to the age in which she ruled as queen; "Elizabethan music"
a	03031615	0	0	erasmian#1	of or relating to or in the manner of Erasmus
a	03031733	0	0	freudian#1	of or relating to Sigmund Freud or his psychoanalytic ideas; "Freudian theories"
a	03031886	0	0	frostian#1	of or relating to or in the manner of Robert Frost
a	03032009	0	0	gandhian#1	of or relating to Mahatma Gandhi or his teachings
a	03032131	0.25	0	gauguinesque#1	in the manner of Paul Gauguin
a	03032219	0	0	goethian#1 goethean#1	of or relating to or in the manner of Goethe
a	03032383	0	0	handelian#1	of or relating to or in the manner of George Frederick Handel
a	03032518	0	0	hegelian#1	of or relating to Hegel or his dialectic philosophy
a	03032642	0.25	0.125	hemingwayesque#1	in the manner of Ernest Hemingway
a	03032736	0	0	hitlerian#1	of or relating to or suggestive of Adolf Hitler or his Nazi regime in Germany
a	03032887	0	0	hittite#1	of or relating to the Hittite people or their language or culture
a	03033024	0.25	0	hugoesque#1	in the manner of Victor Hugo
a	03033108	0	0	huxleyan#1 huxleian#1	of or relating to Thomas Huxley
a	03033259	0	0	ibsenian#1	of or relating to or in the manner of the playwright Henrik Ibsen
a	03033397	0	0	proustian#1	of or relating to or in the manner of Marcel Proust
a	03033522	0	0	ptolemaic#1	of or relating to the astronomer Ptolemy
a	03033636	0	0	socratic#1	of or relating to Socrates or to his method of teaching; "Socratic teaching"
a	03033785	0	0	jungian#1	of or relating to Carl Jung or his psychological theories
a	03033914	0	0	kantian#1	of or relating to Immanuel Kant or his philosophy
a	03034035	0	0	keynesian#1	of or relating to John Maynard Keynes or to his economic theories
a	03034192	0.375	0	kiplingesque#1	in the manner of Rudyard Kipling
a	03034283	0	0	leibnizian#1 leibnitzian#1	of or relating to Gottfried Wilhelm Leibniz or to his mathematics or philosophy
a	03034487	0.375	0	leonardesque#1	in the manner of Leonardo da Vinci
a	03034580	0	0	lincolnian#1 lincolnesque#1	of or relating to or in the manner of Abraham Lincoln
a	03034741	0	0	lutheran#1	of or pertaining to Martin Luther or his teachings; "the Lutheran doctrine of justification by faith alone"
a	03034903	0	0	marian#1	of or relating to or venerating the Virgin Mary
a	03035021	0.5	0	michelangelesque#1	in the manner of Michelangelo
a	03035113	0	0	muhammadan#1 mohammedan#1	of or relating to the Arabian prophet Muhammad or to the religion he founded
a	03035313	0	0	mosaic#1	of or relating to Moses or the laws and writings attributed to him; "Mosaic Law"
a	03035446	0	0	most-favored-nation#1	of or relating to a commercial treaty where two nations agree to accord each other the same favorable terms that would be offered in treaties with any other nation
a	03035675	0	0	mozartian#1 mozartean#1	of or relating to or in the manner of Wolfgang Amadeus Mozart
a	03035876	0	0	napoleonic#1	of or relating to or like Napoleon Bonaparte; "Napoleonic Wars"
a	03036014	0	0	newtonian#1	of or relating to or inspired by Sir Isaac Newton or his science; "Newtonian physics"
a	03036191	0	0	pasteurian#1	of or relating to Louis Pasteur or his experiments
a	03036316	0	0	pavlovian#1	of or relating to Ivan Pavlov or his experiments; "Pavlovian conditioning"
a	03036464	0	0	piagetian#1	of or relating to or like or in the manner of Jean Piaget
a	03036595	0	0	eponymous#1 eponymic#1	being or relating to or bearing the name of an eponym
a	03036805	0	0	pythagorean#1	of or relating to Pythagoras or his geometry; "Pythagorean philosophy"; "Pythagorean theorem"
a	03036974	0	0	wagnerian#1	of or relating to Richard Wagner or his music
a	03037093	0	0	washingtonian#4	of or relating to or in the state of Washington
a	03037236	0	0	washingtonian#3	of or relating to the capital of the United States; "Washingtonian museums"
a	03037407	0	0	washingtonian#2	of or relating to the people who run the federal government; "Washingtonian politics as usual"
a	03037579	0	0	washingtonian#1	of or relating to or in the manner of George Washington
a	03037712	0.5	0	rembrandtesque#1	in the manner of Rembrandt
a	03037799	0	0	riemannian#1	of or relating to Riemann's non-Euclidean geometry
a	03037924	0	0	rooseveltian#1	of or relating to or like or in the manner of Franklin Roosevelt
a	03038065	0	0	senecan#1	of or relating to or like or in the manner of the Roman Seneca
a	03038199	0	0	stravinskyan#1 stravinskian#1	of or relating to or like or in the manner of Stravinsky
a	03038401	0	0	thoreauvian#1	relating to or like or in the manner of Henry David Thoreau
a	03038536	0.375	0	voltarian#1 voltarean#1	in the manner of Voltaire
a	03038683	0.5	0	wordsworthian#1	in the manner of William Wordsworth
a	03038796	0.5	0	wittgensteinian#1	in the manner of Ludwig Wittgenstein
a	03038894	0.625	0	yeatsian#1	in the manner of William Butler Yeats
a	03039004	0.375	0	zolaesque#1	in the manner of Emile Zola
a	03039087	0	0	hebrew#2 hebraical#2 hebraic#1	of or relating to the language of the Hebrews; "Hebrew vowels"
a	03039314	0	0	hebrew#1 hebraical#1 hebraic#2	of or relating to or characteristic of the Hebrews; "the old Hebrew prophets"
a	03039556	0	0	monocarpic#1	dying after bearing fruit only once
a	03039648	0	0	puerperal#1	relating to or connected with or occurring at the time of childbirth or shortly following, or to the woman who has just given birth
a	03039907	0	0	acetic#1	relating to or containing acetic acid
a	03039997	0	0	actinic#1	relating to or exhibiting actinism
a	03040103	0	0	aldermanly#1 aldermanic#1	of or relating to or like an alderman
a	03040264	0	0	word-blind#1 alexic#1	of or relating to or symptomatic of alexia
a	03040408	0	0	dyslexic#1	of or relating to or symptomatic of dyslexia
a	03040525	0	0	monochromatic#1	of or relating to monochromatism
a	03040635	0	0	moravian#1	of or relating to the people or culture of Moravia
a	03040740	0	0	dichromatic#1	of or relating to dichromatism
a	03040846	0	0	ambassadorial#1	of or relating to or characteristic of ambassadors
a	03040974	0	0.125	amoebous#1 amoebic#1 amoeban#1 amebous#1 amebic#1 ameban#1	pertaining to or resembling amoebae; "amoebic dysentery"
a	03041331	0	0.25	anemic#2 anaemic#1	relating to anemia or suffering from anemia
a	03041491	0	0	anesthetic#1 anaesthetic#1	relating to or producing insensibility
a	03041636	0	0	ablative#1	relating to the ablative case
a	03041739	0	0	accusatorial#1	specifically indicating a form of prosecution in which one is publicly accused of and tried for a crime and in which the judge is not also the prosecutor
a	03042005	0	0	inquisitorial#1	especially indicating a form of prosecution in which proceedings are secret and the accused is questioned by a prosecutor who acts also as the judge
a	03042249	0	0	west_african#1	of or relating to the countries or cultures or people of West Africa
a	03042394	0	0	afrikaner#1 afrikaans#1	belonging or relating to white people of South Africa whose ancestors were Dutch or to their language; "an Afrikaans couple"; "Afrikaner support"
a	03042661	0	0.625	aneroid#1	containing no liquid or actuated without the use of liquid; "aneroid barometer"
a	03042812	0	0	angolan#1	of or relating to or characteristic of Angola or its people; "the Angolan Civil War"
a	03042986	0	0	anguillan#1	of or relating to or characteristic of Anguilla or its people; "Anguillan sea food specialties"
a	03043173	0	0	prenuptial#1 premarital#1 antenuptial#1	relating to events before a marriage; "prenuptial agreement"
a	03043371	0	0	postnuptial#1	relating to events after a marriage
a	03043482	0	0.75	antisemitic#1 anti-semitic#1	relating to or characterized by anti-Semitism; hating Jews
a	03043667	0	0	antiguan#1	of or relating to or characteristic of Antigua or its people; "Antiguan islands"
a	03043838	0	0	antiquarian#2	of or relating to antiques or antiquities
a	03043937	0	0	antiquarian#1	of or relating to persons who study or deal in antiques or antiquities
a	03044083	0	0	appellate#1 appellant#1	of or relating to or taking account of appeals (usually legal appeals); "appellate court"
a	03044331	0	0.125	anecdotal#1	having the character of an anecdote; "anecdotal evidence"
a	03044462	0	0	arabian#2	of or relating to Arabian horses
a	03044566	0	0	arabian#1	relating to or associated with Arabia or its people; "Arabian Nights"; "Arabian Sea"
a	03044740	0	0	arabic#1	relating to or characteristic of Arabs; "Arabic languages"
a	03044869	0	0	arithmetical#1 arithmetic#1	relating to or involving arithmetic; "arithmetical computations"
a	03045059	0	0	armorial#1	of or relating to heraldry or heraldic arms; "armorial bearing"
a	03045196	0	0	aspectual#1	of or belonging to an aspect (as an aspect of the verb); "the aspectual system of Greek"
a	03045377	0	0.25	asphyxiated#1	in a state of asphyxia
a	03045457	0	0	audio-lingual#1	of or relating to a method of teaching language that focuses on listening and speaking
a	03045585	0	0	augustan#1	relating to or characteristic of the times of the Roman Emperor Augustus; "the Augustan Age"
a	03045750	0	0	australian#1	of or relating to or characteristic of Australia or its inhabitants or its languages; "Australian deserts"; "Australian aborigines"
a	03045992	0	0	bahamian#1	of or relating to or characteristic of the Bahama Islands or their inhabitants; "Bahamian population"
a	03046184	0	0	bahraini#1	of or relating to or characteristic of Bahrain or its people or language; "Bahraini beaches"
a	03046349	0	0	east_pakistani#1 bangladeshi#1	of or relating to or characteristic of Bangladesh or its people or language; "Bangladeshi dialects"
a	03046559	0	0	bantoid#1	relating to or designating languages that possess characteristics of Bantu; "Bantoid languages"
a	03046708	0	0	bantu#1	of or relating to the African people who speak one of the Bantoid languages or to their culture; "the Bantu population of Sierra Leone"
a	03046931	0	0	bantu-speaking#1	of or relating to people who speak Bantu; "the Bantu-speaking people of Africa"
a	03047071	0	0	baptismal#1	of or relating to baptism; "baptismal font"
a	03047188	0	0	barbadian#1	of or relating to or characteristic of Barbados or its inhabitants; "a Barbadian vacation"
a	03047388	0	0	bardic#1	being a bard or relating to a bard's poetry; "bardic poetry"
a	03047501	0	0	benedictine#2	of or relating to the Benedictines
a	03047611	0	0	benedictine#1	of or relating to Saint Benedict or his works
a	03047714	0	0	bengali#1	of or relating to or characteristic of Bengal or its people; "Bengali hills"
a	03047898	0	0	beninese#1	of or relating to or characteristic of Benin or its people; "Benin bronzes"
a	03048046	0	0	bermudan#1	of or relating to or characteristic of Bermuda or its inhabitants; "Bermudan beaches"
a	03048204	0	0	bhutanese#1	of or pertaining to or characteristic of Bhutan or its people or culture or language; "Bhutanese Buddhists"
a	03048385	0	0	bilabial#1	of or relating to or being a speech sound that is articulated using both lips; "bilabial fricatives"
a	03048558	0	0	binomial#1	of or relating to or consisting of two terms; "binomial expression"
a	03048680	0	0	biographical#1 biographic#1	of or relating to or being biography; "biographical data"
a	03048845	0.25	0.25	bituminous#1	resembling or containing bitumen; "bituminous coal"
a	03048971	0	0	bituminoid#1 bitumenoid#1	like bitumen
a	03049071	0	0	divalent#1 bivalent#1	having a valence of two or having two valences
a	03049220	0	0	bivariate#1	having two variables; "bivariate binomial distribution"
a	03049350	0.25	0.125	bladdery#1 bladderlike#1	resembling a bladder
a	03049475	0.375	0.125	bladed#1	bearing or characterized by a blade or sword; often used in combination; "he fought on, broken-bladed but unbowed"
a	03049642	0	0.125	bladed#2	having a blade or blades; often used in combination; "a single-bladed leaf"; "narrow-bladed grass"
a	03049812	0	0	blastemic#1 blastematic#1 blastemal#1	of or relating to blastemata
a	03050012	0	0	blastocoelic#1	of or relating to a segmentation cavity
a	03050164	0	0	blastodermic#1 blastodermatic#1	of or relating to a blastoderm
